accelx,accely,accelz,gravityx,gravityy,gravityz,linaccelx,linaccely,linaccelz,gyrx,gyry,gyrz,magx,magy,magz,orientazimuth,orientpitch,orientroll,pressure,sound,timestamp,datestamp
-2.5387,-0.7664,11.0195,6.97,-1.17,6.8,-0.24,-0.03,-0.32,-0.1278,-0.017,-0.5955,-87.87,50.13,67.63,189.47,-59.15,58.27,1036.56,55.861,2,2016-03-14 09:57:54:494
-2.1914,1.4897,9.2256,-2.01,4.4,8.53,-0.18,-2.72,0.93,-0.0032,-0.0895,-0.1555,-85.69,53.06,69.19,82.99,-26.64,13.45,1036.6,55.861,502,2016-03-14 09:57:54:994
-2.1196,2.5363,9.1633,-2.07,4.34,8.55,-0.06,-1.81,0.62,-0.0053,0.0053,-0.0075,-86.06,53.75,69.19,82.63,-26.86,13.69,1036.6,55.861,1003,2016-03-14 09:57:55:495
-2.1938,2.4477,9.2927,-2.12,3.99,8.7,-0.12,-1.51,0.58,-0.0011,-0.0149,-0.0053,-85.69,54.5,69.19,77.69,-24.02,13.69,1036.57,54.976,1503,2016-03-14 09:57:55:995
-1.1424,2.1388,9.4268,-2.08,3.63,8.87,0.31,-1.27,0.61,0.0863,0.0256,-0.1609,-85.69,54.5,68.44,74.28,-21.79,13.27,1036.57,55.581,2002,2016-03-14 09:57:56:494
-2.2992,2.122,10.0711,-2.15,3.13,9.04,0.28,-0.97,-0.9,-0.0501,0.0639,-0.0202,-84.62,57.38,68.0,68.32,-18.62,13.38,1036.57,62.091,2502,2016-03-14 09:57:56:994
-3.3698,2.7926,9.1849,-2.12,3.32,8.98,-1.52,-0.64,0.06,-0.13,-0.1214,2.0741,-88.25,52.31,69.19,74.51,-19.79,13.28,1036.56,69.396,3002,2016-03-14 09:57:57:494
-1.2454,3.1926,9.4076,-1.05,4.0,8.89,-0.25,-0.67,-1.13,-0.0309,0.0224,-0.0149,-91.5,46.88,69.63,81.96,-23.31,6.25,1036.57,63.908,3502,2016-03-14 09:57:57:994
-2.007,2.4094,11.3452,-1.05,3.24,9.19,-0.78,-0.88,1.95,-0.0405,-0.3185,0.3505,-91.87,49.06,70.81,80.37,-22.35,7.79,1036.57,68.135,4003,2016-03-14 09:57:58:495
-0.115,3.1902,5.9947,-0.31,3.68,9.08,-0.36,-0.7,1.76,-0.5635,-0.2695,-0.016,-96.62,47.94,68.81,79.54,-21.74,1.95,1036.56,70.522,4502,2016-03-14 09:57:58:994
-0.4982,2.8118,8.8352,-0.12,3.13,9.29,0.07,-0.47,0.16,-0.0117,0.1246,-0.0522,-96.94,49.06,68.0,75.8,-18.62,0.74,1036.56,62.235,5002,2016-03-14 09:57:59:494
-0.3808,2.7279,9.422,-0.45,2.93,9.35,0.1,-0.2,-0.14,0.0202,0.0426,-0.0128,-95.12,49.06,68.0,75.11,-17.69,2.82,1036.58,60.981,5502,2016-03-14 09:57:59:994
-0.5437,2.5842,9.5825,-0.54,2.86,9.37,0.02,-0.18,0.04,-0.0213,-0.016,-0.0075,-94.75,48.31,67.63,74.9,-16.95,3.3,1036.58,60.679,6003,2016-03-14 09:58:00:495
-0.4095,2.6417,9.3765,-0.48,2.77,9.4,-0.25,-0.05,0.05,0.0021,-0.0629,-0.1236,-95.12,49.06,68.38,73.87,-16.41,2.99,1036.6,55.856,6502,2016-03-14 09:58:00:994
-0.5413,2.6034,9.5825,-0.56,2.74,9.4,0.0,-0.16,-0.03,-0.0032,0.0075,-0.0128,-95.5,48.69,68.0,73.83,-16.35,3.23,1036.57,54.188,7002,2016-03-14 09:58:01:494
-0.661,2.5818,9.3717,-0.65,2.68,9.41,-0.04,-0.06,0.05,-0.0053,-0.0032,-0.0107,-94.06,48.31,67.19,73.62,-15.8,4.07,1036.58,56.265,7502,2016-03-14 09:58:01:994
-0.6658,2.7088,9.5705,-0.65,2.68,9.41,-0.05,0.01,0.08,0.0,-0.0021,-0.0096,-94.06,49.44,69.19,73.39,-15.86,3.95,1036.6,54.32,8003,2016-03-14 09:58:02:495
-0.7209,2.6633,9.3645,-0.68,2.73,9.39,-0.08,-0.04,-0.02,0.0053,-0.0266,-0.0064,-94.44,49.06,68.0,73.52,-16.17,4.14,1036.58,53.561,8503,2016-03-14 09:58:02:995
-0.661,2.6465,9.5322,-0.62,2.67,9.42,-0.02,-0.04,-0.02,-0.0298,0.0032,-0.0213,-93.69,49.44,66.81,73.03,-15.79,3.77,1036.57,57.084,9002,2016-03-14 09:58:03:494
-0.788,2.5507,9.5442,-0.64,2.63,9.43,-0.12,-0.03,0.12,-0.0043,-0.0043,-0.0117,-93.69,50.13,66.38,72.12,-15.55,3.82,1036.54,53.518,9502,2016-03-14 09:58:03:994
-0.7449,2.6034,9.6902,-0.71,2.57,9.44,-0.02,-0.06,-0.21,0.0202,-0.0352,-0.0085,-94.06,49.44,68.0,72.77,-15.32,4.31,1036.53,57.886,10003,2016-03-14 09:58:04:495
-0.3114,2.7998,9.3023,-0.37,2.83,9.38,-0.02,-0.08,-0.12,0.0831,-0.0714,-0.0032,-95.5,48.31,67.19,74.52,-16.78,2.26,1036.47,58.411,10503,2016-03-14 09:58:04:995
-0.5365,2.5148,9.3789,-0.55,2.63,9.43,0.02,-0.04,0.02,-0.0352,0.0192,-0.0181,-95.5,50.13,67.19,72.46,-15.56,3.34,1036.43,55.246,11002,2016-03-14 09:58:05:494
-0.4958,2.5339,9.446,-0.69,2.58,9.44,0.09,0.13,0.2,-0.0043,-0.0341,-0.0128,-94.75,50.13,67.19,72.2,-15.25,4.18,1036.4,53.432,11502,2016-03-14 09:58:05:994
-0.7185,2.6058,9.6088,-0.68,2.55,9.44,0.04,0.03,0.2,0.0096,-0.0021,-0.016,-95.12,50.88,68.0,71.64,-15.08,4.12,1036.39,54.357,12002,2016-03-14 09:58:06:494
-0.6802,2.7279,9.6543,-0.68,2.63,9.42,-0.05,0.06,0.08,0.0043,-0.032,-0.0064,-94.75,49.44,68.38,72.45,-15.38,4.18,1036.4,59.325,12502,2016-03-14 09:58:06:994
-0.6946,2.3375,9.2807,-0.68,2.59,9.43,-0.04,-0.22,-0.17,-0.0181,-0.0224,-0.0107,-95.12,50.13,68.38,72.56,-15.5,4.19,1036.4,51.489,13002,2016-03-14 09:58:07:494
-0.5341,2.522,9.1586,-0.65,2.61,9.43,0.02,0.01,0.09,-0.0415,-0.0085,-0.0128,-95.12,50.13,69.19,71.8,-15.49,4.0,1036.4,55.897,13503,2016-03-14 09:58:07:995
-0.6299,2.51,9.4028,-0.66,2.56,9.44,-0.04,-0.07,0.26,-0.0064,-0.0373,-0.0107,-95.12,50.13,67.56,71.93,-15.25,3.94,1036.38,58.367,14002,2016-03-14 09:58:08:494
-0.7736,2.4453,9.4555,-0.63,2.54,9.45,-0.04,-0.04,0.12,0.0064,0.0032,-0.0138,-94.75,50.13,67.94,72.14,-15.01,3.81,1036.39,54.044,14502,2016-03-14 09:58:08:994
-0.7496,2.5507,9.616,-0.65,2.52,9.46,-0.06,0.04,0.16,0.0,-0.0043,-0.0138,-94.44,50.88,66.75,71.14,-14.88,3.93,1036.39,55.396,15002,2016-03-14 09:58:09:494
-0.6898,2.613,9.6447,-0.64,2.51,9.46,0.07,-0.04,-0.04,0.0043,-0.0021,-0.0138,-94.44,49.75,67.19,71.65,-14.83,3.87,1036.41,49.66,15504,2016-03-14 09:58:09:996
-0.661,2.5124,9.3047,-0.64,2.51,9.46,-0.02,0.0,-0.22,0.0107,-0.0138,-0.0149,-94.44,51.25,66.38,70.96,-14.83,3.87,1036.41,48.181,16002,2016-03-14 09:58:10:494
-0.5485,2.4501,9.1945,-0.62,2.52,9.46,-0.02,0.0,0.0,0.0117,0.0107,-0.017,-93.69,51.56,66.75,70.59,-14.89,3.75,1036.4,54.13,16502,2016-03-14 09:58:10:994
-0.6299,2.5842,9.4412,-0.63,2.5,9.46,-0.07,0.09,0.18,-0.0064,0.0032,-0.0234,-94.06,50.88,66.38,70.92,-14.77,3.81,1036.4,52.235,17002,2016-03-14 09:58:11:494
-0.6371,2.5267,9.4292,-0.62,2.52,9.46,-0.05,0.13,0.16,-0.0075,-0.0085,-0.0202,-93.31,51.94,65.94,70.25,-14.89,3.75,1036.4,49.202,17502,2016-03-14 09:58:11:994
-0.6371,2.5699,9.5561,-0.59,2.52,9.46,-0.06,0.05,0.23,-0.0085,-0.0224,-0.0213,-93.69,52.69,66.75,70.05,-14.89,3.63,1036.39,51.961,18002,2016-03-14 09:58:12:494
-0.685,2.5651,9.3526,-0.59,2.58,9.44,-0.09,0.0,-0.07,0.0021,-0.0011,-0.0256,-93.69,51.94,65.19,70.63,-15.26,3.52,1036.39,56.691,18503,2016-03-14 09:58:12:995
-0.6467,2.5794,9.41,-0.61,2.55,9.45,-0.02,0.04,-0.03,-0.0085,0.0032,-0.0245,-93.69,51.94,65.19,70.53,-15.13,3.69,1036.39,51.659,19002,2016-03-14 09:58:13:494
-0.685,2.4765,9.4028,-0.63,2.55,9.45,-0.06,0.04,0.09,0.0043,-0.0107,-0.0224,-92.94,53.44,66.38,69.84,-15.07,3.81,1036.41,57.132,19502,2016-03-14 09:58:13:994
-0.5532,2.5363,9.4651,-0.62,2.54,9.45,0.07,-0.01,0.03,-0.0021,0.0,-0.0245,-93.69,53.44,66.38,70.02,-15.01,3.75,1036.43,51.705,20002,2016-03-14 09:58:14:494
-0.6922,2.6225,9.5202,-0.63,2.54,9.45,-0.07,0.04,0.05,0.0011,-0.0032,-0.0256,-93.31,53.75,66.38,69.25,-15.01,3.81,1036.43,50.775,20502,2016-03-14 09:58:14:994
-0.685,2.613,9.4603,-0.65,2.55,9.45,-0.07,0.04,-0.06,-0.0011,-0.0053,-0.0234,-92.25,54.13,68.31,69.33,-15.07,3.87,1036.43,50.201,21002,2016-03-14 09:58:15:494
-0.661,2.6321,9.5681,-0.65,2.57,9.44,-0.01,0.07,0.12,0.0021,-0.0085,-0.0234,-92.56,54.13,68.31,69.62,-15.14,3.94,1036.44,50.049,21502,2016-03-14 09:58:15:994
-0.7137,2.6585,9.5873,-0.66,2.57,9.44,-0.09,0.08,0.1,0.0053,-0.017,-0.0245,-92.56,53.44,66.38,69.94,-15.19,4.0,1036.41,48.334,22002,2016-03-14 09:58:16:494
-0.6898,2.6106,9.4268,-0.65,2.58,9.44,-0.01,0.06,-0.14,-0.0011,-0.0117,-0.0256,-92.25,53.44,67.13,69.91,-15.25,3.94,1036.4,53.28,22502,2016-03-14 09:58:16:994
-0.6754,2.6082,9.4124,-0.66,2.58,9.44,-0.01,0.03,-0.02,0.0032,-0.0107,-0.0277,-92.94,53.44,67.13,70.13,-15.25,3.94,1036.4,49.347,23002,2016-03-14 09:58:17:494
-0.6634,2.6034,9.4052,-0.65,2.59,9.44,-0.04,0.06,0.05,0.0,-0.0128,-0.0298,-92.25,53.06,67.56,70.1,-15.31,3.94,1036.4,51.539,23503,2016-03-14 09:58:17:995
-0.5556,2.7902,9.446,-0.61,2.69,9.41,0.05,0.09,0.03,0.0,-0.0117,-0.0341,-92.94,54.13,67.56,70.29,-15.92,3.77,1036.38,59.601,24003,2016-03-14 09:58:18:495
-0.6874,2.6992,9.4364,-0.62,2.67,9.42,-0.07,0.03,0.02,0.0011,-0.0107,-0.0373,-92.94,54.13,66.38,69.85,-15.74,3.77,1036.38,53.204,24502,2016-03-14 09:58:18:994
-0.6419,2.7112,9.3717,-0.62,2.67,9.42,-0.03,0.06,-0.05,-0.0043,-0.0138,-0.0426,-92.94,54.5,67.56,69.63,-15.79,3.77,1036.36,52.093,25002,2016-03-14 09:58:19:494
-0.7257,2.6225,9.3094,-0.63,2.64,9.42,-0.05,-0.03,-0.06,-0.0107,-0.0107,-0.0458,-92.94,55.56,66.75,68.8,-15.62,3.83,1036.39,53.268,25503,2016-03-14 09:58:19:995
-0.6946,2.6896,9.4699,-0.65,2.63,9.42,-0.04,0.06,0.02,-0.0501,0.017,-0.0437,-92.25,55.25,67.5,69.25,-15.62,3.95,1036.39,55.693,26002,2016-03-14 09:58:20:494
-0.752,2.6657,9.5513,-0.65,2.61,9.43,-0.08,0.02,0.08,0.0011,-0.0128,-0.0479,-92.25,55.56,67.13,68.41,-15.44,3.94,1036.39,56.959,26503,2016-03-14 09:58:20:995
-0.7065,2.6537,9.4579,-0.66,2.62,9.43,-0.05,0.05,-0.01,0.0032,-0.0128,-0.049,-92.56,55.94,66.31,68.5,-15.44,3.94,1036.38,55.128,27003,2016-03-14 09:58:21:495
-0.7209,2.6537,9.3933,-0.66,2.62,9.43,-0.06,0.03,-0.05,0.0021,-0.0149,-0.0501,-92.25,57.06,67.13,67.9,-15.49,4.0,1036.4,58.063,27502,2016-03-14 09:58:21:994
-0.6993,2.5699,9.2017,-0.67,2.61,9.43,-0.07,0.0,-0.17,-0.0021,-0.0138,-0.0501,-92.25,55.94,66.31,68.26,-15.43,4.06,1036.39,57.331,28002,2016-03-14 09:58:22:494
-0.6993,2.6249,9.2855,-0.69,2.6,9.43,-0.11,0.06,-0.04,0.0011,-0.0234,-0.049,-92.25,56.31,64.75,68.12,-15.43,4.18,1036.4,57.247,28502,2016-03-14 09:58:22:994
-0.6874,2.7112,9.5465,-0.69,2.6,9.43,0.0,0.11,0.13,-0.0021,-0.0202,-0.0511,-92.56,57.44,64.75,67.77,-15.38,4.18,1036.38,58.794,29002,2016-03-14 09:58:23:494
-0.7832,2.771,9.6974,-0.7,2.61,9.43,-0.04,0.09,0.1,0.0032,-0.0202,-0.0522,-92.25,57.75,64.38,66.9,-15.43,4.25,1036.38,60.669,29502,2016-03-14 09:58:23:994
-0.6035,2.6417,9.4891,-0.68,2.61,9.43,0.05,0.03,-0.02,0.0021,-0.0117,-0.0554,-92.56,57.44,65.56,67.95,-15.43,4.18,1036.38,61.056,30002,2016-03-14 09:58:24:494
-0.8526,2.6848,9.2136,-0.7,2.63,9.42,-0.11,0.06,-0.09,0.0021,-0.0224,-0.0543,-92.25,59.25,63.13,66.34,-15.56,4.25,1036.38,61.16,30502,2016-03-14 09:58:24:994
-0.7832,2.8165,9.4507,-0.7,2.64,9.42,-0.11,0.14,0.2,0.0,-0.0234,-0.0533,-92.94,58.13,64.31,67.29,-15.61,4.25,1036.38,60.861,31003,2016-03-14 09:58:25:495
-0.6179,2.68,9.41,-0.67,2.65,9.42,0.02,0.05,0.02,-0.0021,-0.0234,-0.0543,-92.94,59.56,63.56,66.29,-15.67,4.07,1036.39,60.652,31502,2016-03-14 09:58:25:994
-0.752,2.6872,9.4891,-0.67,2.64,9.42,-0.08,0.04,0.07,0.0,-0.016,-0.0554,-92.94,59.63,65.13,66.43,-15.68,4.01,1036.39,61.505,32002,2016-03-14 09:58:26:494
-0.7305,2.6657,9.4819,-0.66,2.64,9.42,-0.06,0.02,-0.06,0.0021,-0.0181,-0.0554,-92.94,60.69,63.56,65.73,-15.62,4.01,1036.39,61.021,32503,2016-03-14 09:58:26:995
-0.7233,2.6872,9.4076,-0.65,2.63,9.42,-0.05,0.06,-0.01,0.0011,-0.016,-0.0565,-94.75,60.31,64.75,66.83,-15.56,3.95,1036.4,59.8,33002,2016-03-14 09:58:27:494
-0.7305,2.6728,9.5298,-0.66,2.63,9.43,-0.08,0.07,0.08,0.0,-0.0213,-0.0543,-94.06,61.44,62.38,65.68,-15.55,4.0,1036.4,59.747,33502,2016-03-14 09:58:27:994
-0.6826,2.7447,9.4795,-0.65,2.63,9.42,-0.05,0.12,0.09,0.0021,-0.0224,-0.0554,-93.69,62.13,63.94,65.43,-15.56,3.95,1036.4,59.931,34002,2016-03-14 09:58:28:494
-0.6754,2.7854,9.4771,-0.65,2.65,9.42,-0.02,0.11,0.0,0.0021,-0.016,-0.0575,-94.37,62.5,63.94,65.01,-15.68,3.95,1036.38,59.789,34502,2016-03-14 09:58:28:994
-0.7137,2.6728,9.4316,-0.66,2.65,9.42,-0.05,0.02,0.01,0.0043,-0.0192,-0.0575,-94.75,63.63,63.13,64.64,-15.68,3.95,1036.39,58.143,35002,2016-03-14 09:58:29:494
-0.7401,2.6273,9.446,-0.67,2.63,9.42,-0.06,-0.03,0.06,0.0011,-0.0181,-0.0554,-95.12,63.25,62.31,64.92,-15.56,4.07,1036.41,57.596,35502,2016-03-14 09:58:29:994
-0.7281,2.577,9.3837,-0.68,2.61,9.43,-0.04,-0.03,-0.02,-0.0032,-0.0149,-0.0533,-94.75,63.63,63.5,64.56,-15.43,4.12,1036.43,57.336,36001,2016-03-14 09:58:30:493
-0.6946,2.5459,9.4268,-0.67,2.58,9.44,-0.08,-0.03,0.07,0.0043,-0.0224,-0.0543,-95.12,63.63,62.75,64.31,-15.25,4.06,1036.43,53.192,36502,2016-03-14 09:58:30:994
-0.6131,2.6082,9.5154,-0.64,2.57,9.44,0.03,0.02,0.04,0.0,-0.017,-0.0565,-95.5,65.06,63.13,63.79,-15.2,3.88,1036.43,53.039,37003,2016-03-14 09:58:31:495
-0.5221,2.7471,9.4076,-0.61,2.58,9.44,0.05,0.13,-0.07,0.0,-0.0128,-0.0586,-95.5,64.69,63.94,63.92,-15.2,3.76,1036.43,54.755,37503,2016-03-14 09:58:31:995
-0.7353,2.7854,9.3286,-0.64,2.64,9.42,-0.07,0.15,-0.09,0.0,-0.017,-0.0607,-96.25,66.13,63.13,63.83,-15.55,3.82,1036.39,55.633,38002,2016-03-14 09:58:32:494
-0.843,2.6321,9.4148,-0.67,2.64,9.42,-0.18,0.02,0.07,-0.0021,-0.0149,-0.0607,-95.87,65.06,62.31,64.27,-15.68,4.01,1036.41,56.9,38502,2016-03-14 09:58:32:994
-0.7137,2.5339,9.4555,-0.69,2.61,9.43,-0.03,-0.05,0.07,0.0011,-0.016,-0.0565,-96.25,66.5,63.94,63.33,-15.43,4.18,1036.44,56.167,39003,2016-03-14 09:58:33:495
-0.7377,2.6154,9.4292,-0.7,2.58,9.44,-0.06,0.02,0.08,0.0011,-0.0192,-0.0543,-96.25,66.5,63.94,63.19,-15.25,4.24,1036.45,55.408,39502,2016-03-14 09:58:33:994
-0.7281,2.6561,9.4963,-0.7,2.57,9.44,-0.04,0.08,0.07,0.0043,-0.0192,-0.0565,-96.25,66.5,61.94,62.92,-15.19,4.24,1036.43,56.824,40003,2016-03-14 09:58:34:495
-0.7257,2.5794,9.4963,-0.69,2.58,9.44,0.01,0.03,0.05,0.0021,-0.0181,-0.0575,-96.94,67.63,62.31,62.86,-15.25,4.24,1036.43,59.325,40502,2016-03-14 09:58:34:994
-0.7688,2.589,9.5681,-0.69,2.55,9.44,-0.07,0.04,0.13,-0.0011,-0.0213,-0.0554,-96.56,67.94,61.94,62.63,-15.08,4.18,1036.43,58.199,41004,2016-03-14 09:58:35:496
-0.7065,2.6513,9.537,-0.68,2.54,9.45,0.02,0.05,0.04,0.0021,-0.0192,-0.0543,-97.31,67.25,62.75,63.17,-15.01,4.12,1036.44,58.483,41502,2016-03-14 09:58:35:994
-0.685,2.6968,9.5082,-0.68,2.56,9.44,-0.05,0.1,0.0,0.0011,-0.017,-0.0575,-97.69,68.69,61.13,62.37,-15.14,4.12,1036.44,58.764,42002,2016-03-14 09:58:36:494
-0.7832,2.6034,9.4316,-0.68,2.57,9.44,-0.05,0.04,-0.02,0.0,-0.017,-0.0554,-98.06,69.06,62.31,62.51,-15.19,4.12,1036.44,58.184,42503,2016-03-14 09:58:36:995
-0.7688,2.5507,9.4651,-0.7,2.55,9.44,-0.09,0.03,0.12,-0.0021,-0.0075,-0.0554,-98.06,69.75,61.5,61.95,-15.08,4.24,1036.47,57.884,43002,2016-03-14 09:58:37:494
-0.7209,2.5555,9.5058,-0.7,2.55,9.44,-0.05,0.04,0.02,0.0021,-0.0202,-0.0522,-98.75,69.44,61.13,62.57,-15.08,4.24,1036.48,57.049,43502,2016-03-14 09:58:37:994
-0.7401,2.613,9.4867,-0.69,2.55,9.44,-0.05,0.06,0.04,0.0021,-0.016,-0.0511,-99.87,70.13,62.31,62.48,-15.08,4.18,1036.48,57.454,44002,2016-03-14 09:58:38:494
-0.7664,2.589,9.4939,-0.7,2.55,9.44,-0.03,0.06,-0.04,0.0032,-0.0181,-0.049,-99.5,70.13,61.13,62.11,-15.08,4.24,1036.47,56.832,44503,2016-03-14 09:58:38:995
-0.7712,2.6058,9.4052,-0.71,2.56,9.44,-0.09,0.04,0.0,0.0011,-0.016,-0.0447,-99.5,70.88,61.13,61.69,-15.13,4.3,1036.45,56.813,45002,2016-03-14 09:58:39:494
-0.7449,2.5818,9.4244,-0.71,2.56,9.44,-0.06,0.04,0.03,0.0032,-0.0149,-0.0426,-99.87,70.5,61.94,62.05,-15.13,4.3,1036.47,55.812,45502,2016-03-14 09:58:39:994
-0.7209,2.5914,9.4172,-0.71,2.56,9.44,-0.07,0.03,0.02,0.0011,-0.0149,-0.0437,-99.87,70.88,60.31,61.84,-15.13,4.3,1036.47,56.307,46002,2016-03-14 09:58:40:494
-0.6467,2.5603,9.5226,-0.69,2.55,9.44,0.07,0.03,0.14,0.0011,-0.017,-0.0415,-100.94,70.88,60.31,62.07,-15.08,4.18,1036.47,56.257,46502,2016-03-14 09:58:40:994
-0.8311,2.5315,9.5058,-0.7,2.53,9.45,-0.11,-0.01,0.07,0.0032,-0.0128,-0.0437,-101.69,72.69,59.94,61.36,-14.95,4.18,1036.48,56.538,47003,2016-03-14 09:58:41:495
-0.7185,2.5866,9.4747,-0.69,2.53,9.45,0.02,0.08,0.14,0.0021,-0.0138,-0.0447,-100.94,71.94,61.13,61.64,-14.95,4.18,1036.47,55.44,47502,2016-03-14 09:58:41:994
-0.6706,2.5507,9.4915,-0.68,2.52,9.45,-0.04,0.08,0.16,0.0043,-0.0181,-0.0458,-101.69,72.69,61.5,61.52,-14.89,4.12,1036.44,54.352,48002,2016-03-14 09:58:42:494
-0.788,2.577,9.4531,-0.68,2.54,9.45,-0.08,0.07,-0.02,-0.0011,-0.017,-0.0469,-101.69,72.69,62.31,61.6,-15.01,4.12,1036.45,55.315,48502,2016-03-14 09:58:42:994
-0.7329,2.6249,9.525,-0.68,2.55,9.45,-0.05,0.08,0.08,0.0011,-0.0213,-0.0469,-101.31,72.31,61.5,61.83,-15.06,4.12,1036.45,55.615,49003,2016-03-14 09:58:43:495
-0.7113,2.6824,9.4531,-0.67,2.57,9.44,-0.08,0.13,-0.02,0.0,-0.017,-0.0469,-102.06,73.44,61.13,61.63,-15.19,4.06,1036.45,56.427,49502,2016-03-14 09:58:43:994
-0.7592,2.5555,9.4939,-0.69,2.58,9.44,-0.05,-0.02,0.05,-0.0043,-0.0192,-0.0447,-103.5,73.06,62.31,62.01,-15.25,4.18,1036.43,56.578,50002,2016-03-14 09:58:44:494
-0.7305,2.5315,9.4915,-0.68,2.55,9.45,0.01,-0.01,0.03,0.0011,-0.0181,-0.0458,-102.75,73.06,61.94,61.94,-15.14,4.12,1036.45,56.382,50502,2016-03-14 09:58:44:994
-0.6874,2.5627,9.4555,-0.68,2.54,9.45,-0.05,0.04,0.04,0.0011,-0.0149,-0.0458,-103.5,73.81,61.88,61.42,-15.01,4.12,1036.47,54.358,51002,2016-03-14 09:58:45:494
-0.7209,2.5627,9.4148,-0.66,2.53,9.45,0.0,0.05,0.01,0.0,-0.0128,-0.0479,-103.87,73.44,63.5,62.27,-14.95,4.0,1036.45,54.478,51502,2016-03-14 09:58:45:994
-0.673,2.5579,9.4675,-0.66,2.53,9.45,-0.05,0.01,0.05,0.0,-0.017,-0.049,-103.87,72.69,61.94,62.08,-14.95,4.0,1036.47,53.687,52003,2016-03-14 09:58:46:495
-0.6946,2.5244,9.5058,-0.66,2.52,9.46,-0.05,-0.01,0.05,-0.0011,-0.0149,-0.049,-103.87,72.69,62.31,62.03,-14.88,3.99,1036.48,53.267,52502,2016-03-14 09:58:46:994
-0.7257,2.5244,9.5034,-0.67,2.5,9.46,-0.08,0.03,0.05,0.0,-0.016,-0.0469,-105.31,73.44,62.31,62.19,-14.77,4.05,1036.49,53.726,53003,2016-03-14 09:58:47:495
-0.7185,2.5267,9.5705,-0.67,2.5,9.46,-0.04,0.05,0.07,0.0,-0.016,-0.0469,-104.94,73.44,62.31,62.19,-14.77,4.05,1036.44,57.387,53503,2016-03-14 09:58:47:995
-0.8359,2.5675,9.4819,-0.67,2.49,9.46,-0.1,0.06,0.06,0.0021,-0.0117,-0.0458,-104.25,73.06,61.94,61.91,-14.71,4.05,1036.4,57.714,54002,2016-03-14 09:58:48:494
-0.7856,2.5914,9.4244,-0.7,2.51,9.45,-0.09,0.11,-0.04,-0.0021,-0.0192,-0.0415,-104.56,72.31,61.13,62.17,-14.76,4.23,1036.39,60.292,54503,2016-03-14 09:58:48:995
-0.7401,2.5986,9.4939,-0.69,2.54,9.45,-0.04,0.07,0.03,-0.0011,-0.0149,-0.0394,-106.37,73.06,60.69,62.48,-15.01,4.18,1036.36,56.726,55002,2016-03-14 09:58:49:494
-0.7425,2.4741,9.5489,-0.69,2.52,9.45,-0.06,-0.04,0.09,-0.0011,-0.0149,-0.0362,-106.06,73.06,60.69,62.41,-14.89,4.18,1036.39,53.971,55503,2016-03-14 09:58:49:995
-0.7425,2.5459,9.4771,-0.69,2.5,9.46,-0.07,0.05,0.05,0.0021,-0.0138,-0.0352,-106.75,72.69,60.75,62.56,-14.77,4.17,1036.38,58.161,56003,2016-03-14 09:58:50:495
-0.7161,2.5675,9.5322,-0.69,2.49,9.46,-0.02,0.05,0.09,0.0,-0.0096,-0.033,-107.12,72.69,60.75,62.53,-14.71,4.17,1036.34,63.367,56503,2016-03-14 09:58:50:995
-0.7736,2.5842,9.4579,-0.7,2.5,9.46,-0.08,0.08,0.08,-0.0043,-0.0085,-0.0298,-107.5,73.81,59.5,62.04,-14.76,4.23,1036.35,64.958,57003,2016-03-14 09:58:51:495
-0.7664,2.6489,9.4867,-0.7,2.52,9.45,-0.05,0.12,0.04,0.0021,-0.0075,-0.0245,-107.87,73.81,59.13,62.26,-14.89,4.24,1036.36,64.325,57502,2016-03-14 09:58:51:994
-0.7736,2.5172,9.5849,-0.72,2.52,9.45,-0.07,0.0,-0.04,-0.0021,-0.0021,-0.0202,-107.87,73.44,59.13,62.68,-14.89,4.36,1036.38,63.932,58002,2016-03-14 09:58:52:494
-0.7353,2.4357,9.4867,-0.71,2.5,9.46,-0.05,-0.06,0.06,-0.0011,-0.0043,-0.0181,-109.31,73.81,59.5,62.51,-14.76,4.29,1036.4,61.938,58502,2016-03-14 09:58:52:994
-0.7305,2.5172,9.4795,-0.71,2.48,9.46,-0.04,0.03,0.05,-0.0021,-0.0075,-0.0149,-108.25,74.13,59.13,62.11,-14.65,4.29,1036.4,56.738,59003,2016-03-14 09:58:53:495
-0.7568,2.5699,9.4268,-0.71,2.48,9.46,-0.05,0.09,0.04,-0.0043,-0.0053,-0.0117,-108.25,74.13,60.31,62.2,-14.65,4.29,1036.35,56.104,59502,2016-03-14 09:58:53:994
-0.7568,2.6202,9.4843,-0.71,2.5,9.46,-0.03,0.1,0.1,0.0021,-0.0075,-0.0053,-108.56,74.88,59.94,62.09,-14.76,4.29,1036.35,59.752,60002,2016-03-14 09:58:54:494
-0.7568,2.6249,9.6831,-0.71,2.52,9.45,-0.05,0.07,0.18,0.0181,-0.0138,-0.0011,-108.94,74.13,59.5,62.59,-14.89,4.3,1036.38,61.64,60502,2016-03-14 09:58:54:994
-0.7089,2.6202,9.4507,-0.7,2.56,9.44,0.0,0.03,-0.01,0.0011,0.0021,-0.0011,-108.94,74.88,59.13,62.23,-15.13,4.24,1036.39,63.693,61002,2016-03-14 09:58:55:494
-0.7017,2.5651,9.4364,-0.68,2.57,9.44,0.02,0.02,0.08,-0.0043,-0.0064,0.0064,-108.56,74.13,59.94,62.79,-15.19,4.12,1036.32,61.709,61503,2016-03-14 09:58:55:995
