accelx,accely,accelz,gravityx,gravityy,gravityz,linaccelx,linaccely,linaccelz,gyrx,gyry,gyrz,magx,magy,magz,orientazimuth,orientpitch,orientroll,pressure,sound,timestamp,datestamp
-0.9867,3.9829,8.8376,-1.01,3.98,8.91,0.01,0.04,-0.04,-0.0011,-0.0021,-0.0032,-110.37,37.06,74.0,89.61,-23.93,6.47,996.0,66.666,985003,2016-03-14 10:14:19:495
-1.0059,3.9757,8.8855,-1.02,3.98,8.91,0.05,0.02,-0.02,0.0021,-0.0021,0.0,-110.37,37.75,72.81,89.86,-23.93,6.53,995.92,66.531,985502,2016-03-14 10:14:19:994
-1.0083,3.9829,8.8927,-1.03,3.98,8.9,0.04,0.03,-0.03,-0.0021,0.0011,-0.0011,-110.75,38.5,73.63,89.65,-23.95,6.6,995.88,65.736,986002,2016-03-14 10:14:20:494
-1.0346,3.9542,8.9047,-1.03,3.97,8.91,0.01,0.02,0.02,-0.0021,-0.0032,-0.0021,-110.06,38.13,72.81,89.84,-23.88,6.59,995.83,65.891,986502,2016-03-14 10:14:20:994
-1.0323,3.9709,8.9406,-1.04,3.97,8.91,0.02,0.03,0.0,0.0021,-0.0021,-0.0011,-109.69,37.06,72.0,90.15,-23.87,6.66,995.78,66.879,987003,2016-03-14 10:14:21:495
-1.0227,3.9853,8.9478,-1.04,3.97,8.91,0.02,0.03,-0.02,0.0021,-0.0011,-0.0011,-110.37,37.06,74.0,90.61,-23.87,6.66,995.72,65.812,987503,2016-03-14 10:14:21:995
-1.0275,3.9685,8.9262,-1.04,3.96,8.91,0.03,0.04,0.03,-0.0011,-0.0021,-0.0021,-109.69,37.44,71.63,90.1,-23.82,6.66,995.67,65.046,988003,2016-03-14 10:14:22:495
-1.0442,3.9757,8.9789,-1.03,3.96,8.91,0.03,0.05,0.02,0.0011,-0.0011,-0.0011,-109.69,38.5,72.81,89.27,-23.82,6.59,995.62,66.065,988503,2016-03-14 10:14:22:995
-1.0131,3.9733,8.9646,-1.03,3.95,8.92,0.03,0.04,0.04,0.0011,-0.0021,-0.0011,-110.06,38.13,72.81,89.71,-23.74,6.59,995.58,67.342,989002,2016-03-14 10:14:23:494
-1.0323,3.9685,8.9622,-1.02,3.95,8.92,0.02,0.05,0.04,-0.0021,-0.0043,-0.0011,-110.37,38.5,73.63,89.4,-23.75,6.52,995.52,66.415,989502,2016-03-14 10:14:23:994
-1.0442,3.9614,9.0101,-1.01,3.95,8.92,0.01,0.05,0.06,0.0011,-0.0021,0.0,-110.06,37.75,72.38,89.44,-23.75,6.46,995.48,65.604,990002,2016-03-14 10:14:24:494
-1.0275,3.9685,8.9622,-1.01,3.94,8.92,0.02,0.03,0.01,0.0011,-0.0021,-0.0011,-110.06,37.06,73.63,90.37,-23.7,6.46,995.41,65.408,990502,2016-03-14 10:14:24:994
-1.0299,3.9614,8.9526,-1.0,3.94,8.92,0.0,0.04,0.02,0.0,-0.0021,-0.0011,-110.37,37.75,72.0,89.37,-23.7,6.4,995.36,66.575,991003,2016-03-14 10:14:25:495
-1.0251,3.9494,8.9717,-1.0,3.94,8.92,0.0,0.03,0.02,0.0,-0.0011,0.0,-110.37,38.88,73.63,89.3,-23.7,6.4,995.3,66.823,991503,2016-03-14 10:14:25:995
-1.0179,3.9566,8.9789,-1.0,3.93,8.93,0.0,0.05,0.04,0.0,-0.0032,-0.0011,-110.37,37.06,72.0,89.82,-23.62,6.39,995.26,66.089,992002,2016-03-14 10:14:26:494
-1.0275,3.9398,8.9741,-0.99,3.93,8.93,0.0,0.04,0.02,-0.0021,-0.0021,-0.0011,-110.37,38.5,72.44,88.76,-23.63,6.33,995.2,66.132,992502,2016-03-14 10:14:26:994
-1.0514,3.9494,8.9622,-0.99,3.93,8.93,-0.03,0.02,0.04,0.0,-0.0011,-0.0011,-109.31,37.44,74.0,90.22,-23.63,6.33,995.18,67.151,993002,2016-03-14 10:14:27:494
-1.0155,3.9398,8.9765,-0.99,3.92,8.93,-0.02,0.03,0.03,0.0,-0.0032,0.0,-110.06,36.69,72.38,89.75,-23.57,6.33,995.13,66.076,993503,2016-03-14 10:14:27:995
-1.0275,3.9494,8.9765,-0.99,3.92,8.94,-0.02,0.04,0.03,-0.0032,-0.0021,-0.0011,-110.37,37.75,72.81,89.43,-23.55,6.32,995.07,65.708,994002,2016-03-14 10:14:28:494
-1.037,3.923,9.0005,-0.99,3.91,8.94,-0.03,0.04,0.04,-0.0021,-0.0021,-0.0011,-110.75,38.13,71.19,88.97,-23.49,6.32,995.02,66.855,994502,2016-03-14 10:14:28:994
-1.0035,3.9446,8.9933,-0.99,3.91,8.94,0.0,0.06,0.05,0.0,-0.0011,0.0,-111.12,38.5,72.38,88.68,-23.49,6.32,994.97,67.921,995002,2016-03-14 10:14:29:494
-1.0299,3.9278,8.9861,-0.99,3.9,8.94,-0.04,0.06,0.05,-0.0021,-0.0021,-0.0021,-110.06,37.44,72.0,89.63,-23.44,6.32,994.88,66.702,995502,2016-03-14 10:14:29:994
-1.0275,3.9135,9.0604,-0.98,3.9,8.94,-0.02,0.03,0.0,0.0021,0.0,-0.0021,-109.69,37.75,72.38,89.09,-23.44,6.26,994.84,64.345,996003,2016-03-14 10:14:30:495
-1.0251,3.9446,9.0077,-0.99,3.9,8.95,-0.01,0.08,0.08,-0.0021,-0.0021,-0.0011,-110.06,37.06,72.81,89.83,-23.42,6.31,994.78,67.464,996502,2016-03-14 10:14:30:994
-1.0227,3.9135,9.0125,-0.99,3.89,8.95,-0.02,0.03,0.1,-0.0021,-0.0021,-0.0011,-110.37,36.69,72.38,89.55,-23.36,6.31,994.74,68.401,997003,2016-03-14 10:14:31:495
-1.0394,3.9015,9.0101,-0.99,3.88,8.95,-0.03,0.07,0.07,-0.0021,-0.0021,-0.0011,-109.69,37.44,72.81,89.78,-23.36,6.31,994.68,66.184,997502,2016-03-14 10:14:31:994
-1.0394,3.8967,8.9909,-0.98,3.88,8.95,0.02,0.06,0.02,-0.0011,-0.0021,-0.0021,-110.37,38.88,71.63,88.99,-23.31,6.31,994.65,66.665,998002,2016-03-14 10:14:32:494
-1.0562,3.8895,9.0628,-0.99,3.88,8.95,-0.02,0.05,0.15,0.0,0.0021,-0.0011,-110.06,38.5,72.81,88.69,-23.31,6.31,994.59,67.802,998503,2016-03-14 10:14:32:995
-1.0418,3.8943,8.9885,-0.98,3.88,8.95,-0.04,0.03,0.07,0.0,-0.0011,0.0,-110.37,38.13,73.63,89.41,-23.31,6.25,994.54,67.739,999002,2016-03-14 10:14:33:494
-1.0323,3.8871,8.9981,-0.98,3.87,8.95,-0.03,0.04,0.04,0.0,-0.0021,0.0,-110.06,37.06,72.38,89.44,-23.26,6.25,994.49,67.003,999502,2016-03-14 10:14:33:994
-1.0346,3.8919,9.0101,-0.99,3.87,8.96,-0.01,0.05,0.06,-0.0021,-0.0064,-0.0011,-110.75,37.06,73.19,88.4,-23.23,6.31,994.44,66.779,1000003,2016-03-14 10:14:34:495
-1.073,3.8967,9.034,-0.98,3.87,8.96,-0.02,0.05,0.07,-0.0011,-0.0021,-0.0021,-110.75,38.13,73.63,89.36,-23.24,6.24,994.39,66.961,1000502,2016-03-14 10:14:34:994
-1.0442,3.8967,9.0484,-0.98,3.86,8.96,-0.03,0.05,0.08,0.0,-0.0011,-0.0011,-110.75,39.25,73.19,88.65,-23.23,6.31,994.33,67.777,1001003,2016-03-14 10:14:35:495
-1.0346,3.9111,9.0484,-0.99,3.86,8.96,0.0,0.03,0.06,0.0,-0.0021,-0.0011,-110.75,38.13,71.56,88.9,-23.18,6.31,994.27,67.285,1001502,2016-03-14 10:14:35:994
-1.0059,3.9015,9.0771,-0.99,3.86,8.96,-0.03,0.06,0.07,0.0011,-0.0011,0.0,-111.12,38.88,72.38,88.39,-23.18,6.31,994.23,67.193,1002002,2016-03-14 10:14:36:494
-1.0251,3.8871,9.0963,-1.0,3.85,8.96,-0.01,0.06,0.12,0.0021,0.0011,-0.0021,-110.06,37.44,72.38,88.58,-23.12,6.37,994.18,68.032,1002502,2016-03-14 10:14:36:994
-1.0107,3.8823,9.022,-1.0,3.85,8.96,0.02,0.07,0.07,-0.0011,-0.0043,-0.0032,-110.75,37.44,72.38,89.39,-23.12,6.37,994.14,67.681,1003002,2016-03-14 10:14:37:494
-1.037,3.8632,9.0196,-1.0,3.85,8.96,0.01,0.05,0.07,0.0,0.0,-0.0021,-109.69,37.75,71.56,88.84,-23.12,6.37,994.07,67.632,1003503,2016-03-14 10:14:37:995
-1.0203,3.8775,9.0292,-1.0,3.84,8.97,-0.01,0.06,0.08,0.0011,-0.0043,-0.0032,-110.75,39.25,72.81,88.5,-23.05,6.36,994.02,67.695,1004005,2016-03-14 10:14:38:497
-1.0227,3.9039,9.0532,-1.0,3.84,8.97,0.01,0.06,0.08,0.0011,0.0,-0.0021,-109.69,37.75,72.81,88.99,-23.05,6.36,994.0,68.441,1004503,2016-03-14 10:14:38:995
-1.0107,3.868,9.0101,-0.99,3.84,8.97,0.0,0.03,0.05,-0.0021,-0.0011,-0.0011,-110.37,38.5,72.81,89.27,-23.05,6.3,993.94,67.683,1005003,2016-03-14 10:14:39:495
-1.0131,3.8632,9.0268,-0.99,3.83,8.97,-0.01,0.03,0.03,0.0011,-0.0032,-0.0011,-110.37,37.44,72.38,89.22,-23.0,6.3,993.89,66.68,1005503,2016-03-14 10:14:39:995
-1.0107,3.8584,9.0149,-0.98,3.83,8.97,-0.05,0.05,0.0,-0.0011,-0.0085,-0.0011,-110.06,37.06,71.63,89.2,-23.0,6.24,993.85,67.618,1006002,2016-03-14 10:14:40:494
-1.0179,3.8464,9.0077,-0.97,3.83,8.98,-0.02,0.04,0.04,-0.0021,-0.0043,0.0,-110.37,37.75,72.81,88.85,-22.98,6.17,993.81,67.953,1006503,2016-03-14 10:14:40:995
-1.0394,3.8656,9.0316,-0.96,3.83,8.98,-0.06,0.04,0.05,0.0011,-0.0064,-0.0011,-110.75,38.88,70.81,87.92,-22.98,6.1,993.77,68.618,1007002,2016-03-14 10:14:41:494
-1.0035,3.856,9.0149,-0.95,3.82,8.98,-0.08,0.07,0.06,0.0011,-0.0021,0.0,-110.37,37.44,71.63,89.06,-22.93,6.04,993.7,67.361,1007503,2016-03-14 10:14:41:995
-1.0107,3.8296,8.9957,-0.96,3.82,8.98,-0.05,0.05,0.1,-0.0032,-0.0096,0.0011,-110.75,38.5,72.38,89.33,-22.93,6.1,993.67,68.789,1008003,2016-03-14 10:14:42:495
-1.0059,3.8632,9.0819,-0.97,3.81,8.98,-0.06,0.04,0.08,-0.0011,-0.0021,-0.0021,-110.75,38.13,72.0,88.57,-22.87,6.17,993.61,68.889,1008502,2016-03-14 10:14:42:994
-1.037,3.8416,9.058,-0.97,3.81,8.98,-0.06,0.07,0.08,0.0011,-0.0043,-0.0011,-110.75,38.5,72.38,88.06,-22.87,6.17,993.58,68.337,1009003,2016-03-14 10:14:43:495
-1.0179,3.8248,9.0843,-0.97,3.81,8.98,-0.03,0.06,0.08,-0.0011,-0.0032,0.0011,-110.75,38.13,72.38,88.57,-22.87,6.17,993.51,68.291,1009503,2016-03-14 10:14:43:995
-0.9772,3.8416,9.0412,-0.97,3.81,8.99,0.0,0.06,0.08,-0.0011,0.0,-0.0011,-110.37,39.94,72.0,87.47,-22.85,6.16,993.48,68.558,1010003,2016-03-14 10:14:44:495
-1.0299,3.8272,9.1059,-0.99,3.8,8.99,-0.04,0.05,0.06,-0.0043,0.0043,-0.0011,-110.37,38.5,72.81,88.2,-22.79,6.28,993.41,67.062,1010503,2016-03-14 10:14:44:995
-1.0227,3.8225,9.1059,-0.99,3.79,8.99,-0.01,0.06,0.11,-0.0032,0.0043,0.0,-110.75,38.13,72.0,89.01,-22.74,6.28,993.37,68.105,1011004,2016-03-14 10:14:45:496
-1.0346,3.8225,9.0699,-1.0,3.79,8.99,-0.01,0.06,0.06,0.0011,0.0011,0.0,-110.06,38.13,72.38,88.48,-22.73,6.35,993.31,67.541,1011502,2016-03-14 10:14:45:994
-0.9844,3.8225,9.0436,-1.0,3.78,8.99,0.0,0.06,0.1,0.0011,0.0011,0.0011,-109.69,36.69,72.38,88.95,-22.68,6.35,993.27,66.353,1012002,2016-03-14 10:14:46:494
-0.9939,3.8177,9.1298,-1.0,3.78,8.99,0.02,0.05,0.08,-0.0021,-0.0011,0.0,-110.75,37.75,72.81,88.68,-22.68,6.35,993.2,69.059,1012503,2016-03-14 10:14:46:995
-1.0514,3.8272,9.0939,-1.01,3.78,8.99,-0.02,0.07,0.06,-0.0021,0.0011,0.0011,-110.37,38.88,73.63,88.34,-22.68,6.35,993.16,68.723,1013003,2016-03-14 10:14:47:495
-1.0299,3.8057,9.1107,-1.01,3.78,8.99,-0.01,0.06,0.06,0.0043,0.0,0.0,-110.37,38.88,72.0,88.76,-22.68,6.41,993.09,67.82,1013502,2016-03-14 10:14:47:994
-1.0083,3.8081,9.0843,-1.02,3.78,8.99,0.03,0.06,0.08,-0.0011,0.0021,-0.0011,-110.06,38.88,72.81,88.16,-22.67,6.47,993.05,68.917,1014002,2016-03-14 10:14:48:494
-1.0538,3.7865,9.0149,-1.03,3.77,8.99,0.0,0.05,0.03,-0.0011,0.0011,-0.0021,-110.75,38.5,70.81,87.75,-22.62,6.54,992.98,69.264,1014502,2016-03-14 10:14:48:994
-1.0251,3.7769,9.0819,-1.04,3.77,8.99,0.01,0.03,0.05,0.0,0.0032,-0.0021,-109.31,36.69,72.0,88.95,-22.62,6.6,992.96,68.519,1015002,2016-03-14 10:14:49:494
-1.0251,3.7698,9.0508,-1.05,3.76,8.99,0.02,0.04,0.06,-0.0021,0.0032,-0.0021,-110.75,37.75,72.81,87.98,-22.62,6.6,992.88,68.73,1015502,2016-03-14 10:14:49:994
-1.0203,3.741,9.0723,-1.05,3.76,9.0,0.04,0.01,0.02,0.0,0.0032,-0.0032,-110.06,39.25,73.19,88.1,-22.54,6.65,992.83,68.636,1016003,2016-03-14 10:14:50:495
-1.0155,3.7889,9.0723,-1.05,3.76,9.0,0.04,0.07,0.05,-0.0021,0.0011,-0.0021,-110.75,39.25,73.63,88.35,-22.54,6.65,992.73,68.888,1016503,2016-03-14 10:14:50:995
-1.0275,3.753,9.0915,-1.04,3.76,9.0,0.04,0.03,0.09,0.0032,0.0032,0.0,-110.37,38.5,72.38,87.87,-22.54,6.59,992.7,68.459,1017002,2016-03-14 10:14:51:494
-1.037,3.765,9.0843,-1.04,3.76,9.0,0.02,0.04,0.08,0.0011,0.0011,0.0011,-110.37,38.5,72.0,87.87,-22.54,6.59,992.63,67.769,1017502,2016-03-14 10:14:51:994
-1.0394,3.8081,9.137,-1.03,3.76,9.0,0.06,0.07,0.13,0.0,-0.0032,0.0011,-110.37,37.75,72.38,88.37,-22.54,6.53,992.59,69.036,1018003,2016-03-14 10:14:52:495
-1.0514,3.8392,9.2663,-1.02,3.76,9.0,0.0,0.09,0.22,0.0064,-0.0032,0.0,-109.69,37.44,73.19,87.83,-22.54,6.47,992.53,69.657,1018502,2016-03-14 10:14:52:994
-1.0586,3.8656,9.3334,-1.02,3.76,9.0,-0.03,0.1,0.3,0.0021,0.0,0.0011,-110.06,38.13,72.81,88.56,-22.54,6.47,992.47,68.94,1019003,2016-03-14 10:14:53:495
-1.0562,3.8704,9.3286,-1.01,3.76,9.0,-0.01,0.14,0.35,0.0,0.0032,-0.0021,-110.37,38.13,72.0,88.33,-22.55,6.4,992.41,68.58,1019502,2016-03-14 10:14:53:994
-1.0538,3.8727,9.3885,-1.02,3.77,9.0,-0.01,0.14,0.38,0.0053,0.0043,-0.0021,-110.37,38.5,71.63,87.88,-22.6,6.47,992.34,68.813,1020002,2016-03-14 10:14:54:494
-1.0945,3.8847,9.4412,-1.03,3.77,9.0,-0.05,0.13,0.41,0.0032,0.0,-0.0011,-109.69,38.13,72.38,88.94,-22.6,6.53,992.28,69.314,1020503,2016-03-14 10:14:54:995
-1.1065,3.8943,9.4723,-1.03,3.77,8.99,-0.03,0.12,0.47,0.0053,0.0,-0.0032,-108.94,38.13,73.19,88.62,-22.62,6.54,992.23,68.807,1021003,2016-03-14 10:14:55:495
-1.0538,3.8847,9.3549,-1.03,3.77,8.99,0.03,0.19,0.38,-0.0011,-0.0032,-0.0021,-109.69,36.31,73.63,88.13,-22.62,6.54,992.16,68.439,1021502,2016-03-14 10:14:55:994
-1.0945,3.8823,9.4771,-1.02,3.77,9.0,0.0,0.14,0.46,0.0043,-0.0075,-0.0011,-109.69,38.13,72.38,88.4,-22.6,6.47,992.12,69.276,1022003,2016-03-14 10:14:56:495
-1.073,3.868,9.5226,-1.02,3.77,9.0,-0.04,0.15,0.52,0.0043,-0.0053,-0.0011,-109.69,38.88,72.81,88.09,-22.6,6.47,992.05,69.097,1022503,2016-03-14 10:14:56:995
-1.0442,3.9206,9.513,-1.01,3.76,9.0,-0.02,0.18,0.49,-0.0021,-0.0021,-0.0011,-110.06,37.44,73.19,87.86,-22.6,6.4,992.01,69.158,1023003,2016-03-14 10:14:57:495
-1.0706,3.9183,9.5274,-1.01,3.76,9.0,-0.03,0.18,0.52,-0.0011,0.0011,-0.0011,-110.06,38.5,73.63,88.23,-22.55,6.4,991.92,68.334,1023504,2016-03-14 10:14:57:996
-1.0993,3.8584,9.6184,-0.99,3.76,9.0,-0.02,0.19,0.43,0.0064,-0.0021,0.0011,-110.06,37.75,74.0,88.71,-22.55,6.28,991.86,68.118,1024002,2016-03-14 10:14:58:494
-1.0849,3.9135,9.5561,-0.98,3.77,9.0,-0.09,0.18,0.52,0.0032,-0.0085,0.0,-110.06,37.75,72.81,88.53,-22.61,6.21,991.79,70.432,1024503,2016-03-14 10:14:58:995
-1.1281,3.8512,9.6663,-0.96,3.76,9.0,-0.1,0.16,0.49,0.0064,-0.0085,0.0021,-109.31,37.75,72.38,88.19,-22.56,6.09,991.73,69.816,1025003,2016-03-14 10:14:59:495
-1.0802,3.8704,9.4627,-0.96,3.77,9.0,-0.08,0.15,0.43,0.0021,-0.0053,-0.0021,-110.06,37.75,72.38,88.25,-22.62,6.03,991.64,68.623,1025502,2016-03-14 10:14:59:994
-1.0849,3.8608,9.4675,-0.97,3.76,9.01,-0.09,0.14,0.45,0.0011,0.0032,-0.0043,-109.31,37.75,72.81,88.4,-22.56,6.09,991.58,68.236,1026003,2016-03-14 10:15:00:495
-1.0586,3.868,9.4244,-0.98,3.75,9.01,-0.05,0.14,0.35,0.0011,0.0,-0.0011,-109.69,38.13,73.19,88.41,-22.48,6.21,991.47,69.097,1026502,2016-03-14 10:15:00:994
-1.0514,3.844,9.3214,-0.98,3.74,9.01,-0.04,0.12,0.29,-0.0021,-0.0032,-0.0011,-109.69,37.44,71.63,88.67,-22.42,6.21,991.41,68.98,1027003,2016-03-14 10:15:01:495
-1.0179,3.7865,9.3023,-0.97,3.74,9.01,-0.05,0.1,0.27,0.0011,-0.0075,-0.0011,-109.31,37.06,74.0,88.88,-22.42,6.21,991.32,69.207,1027502,2016-03-14 10:15:01:994
-1.0514,3.7889,9.2041,-0.97,3.73,9.02,-0.03,0.11,0.19,-0.0021,-0.0043,-0.0021,-109.69,37.44,73.63,89.0,-22.35,6.14,991.24,68.836,1028003,2016-03-14 10:15:02:495
-1.0394,3.7865,9.1921,-0.97,3.72,9.02,-0.03,0.07,0.16,0.0,-0.0032,-0.0011,-110.37,38.88,73.63,87.96,-22.35,6.14,991.12,69.794,1028502,2016-03-14 10:15:02:994
-1.0514,3.7626,9.1873,-0.96,3.72,9.02,-0.05,0.08,0.15,0.0011,-0.0021,0.0,-110.06,37.75,73.63,88.41,-22.3,6.08,991.04,69.893,1029003,2016-03-14 10:15:03:495
-1.0538,3.7793,9.1514,-0.96,3.72,9.02,-0.04,0.07,0.12,-0.0021,-0.0053,0.0,-109.69,38.13,73.19,88.2,-22.3,6.08,990.93,69.197,1029503,2016-03-14 10:15:03:995
-1.0203,3.753,9.1514,-0.96,3.71,9.03,-0.07,0.07,0.15,0.0011,-0.0043,0.0011,-110.37,38.13,72.81,88.13,-22.22,6.07,990.88,68.673,1030003,2016-03-14 10:15:04:495
-1.0323,3.7314,9.2208,-0.96,3.71,9.03,-0.05,0.05,0.18,-0.0053,-0.0064,0.0,-109.69,36.69,73.63,88.86,-22.22,6.07,990.75,68.911,1030502,2016-03-14 10:15:04:994
-1.0634,3.7386,9.1298,-0.96,3.7,9.03,-0.05,0.06,0.14,-0.0011,-0.0021,-0.0011,-110.37,36.69,74.81,89.02,-22.17,6.07,990.67,70.656,1031003,2016-03-14 10:15:05:495
-1.0682,3.7434,9.2208,-0.96,3.7,9.03,-0.07,0.07,0.15,0.0011,-0.0032,-0.0021,-110.37,36.69,72.81,88.6,-22.17,6.07,990.56,70.34,1031503,2016-03-14 10:15:05:995
-1.0323,3.7386,9.252,-0.96,3.7,9.03,-0.06,0.07,0.21,0.0011,-0.0011,-0.0021,-110.75,37.75,73.19,88.12,-22.17,6.07,990.5,69.754,1032004,2016-03-14 10:15:06:496
-1.049,3.7889,9.2448,-0.96,3.71,9.03,-0.06,0.09,0.23,0.0021,0.0011,-0.0032,-110.37,37.06,72.81,88.65,-22.22,6.07,990.39,68.311,1032503,2016-03-14 10:15:06:995
-1.0035,3.8009,9.3382,-0.97,3.71,9.03,-0.08,0.12,0.3,0.0011,-0.0043,-0.0021,-110.37,37.75,72.38,87.94,-22.22,6.13,990.32,70.175,1033004,2016-03-14 10:15:07:496
-1.0586,3.7817,9.3597,-0.98,3.71,9.02,-0.05,0.1,0.33,0.0,0.0011,-0.0011,-110.06,37.06,73.19,88.71,-22.24,6.2,990.2,69.744,1033503,2016-03-14 10:15:07:995
-1.0514,3.7961,9.4244,-0.99,3.71,9.02,-0.05,0.16,0.39,0.0011,0.0032,-0.0021,-110.37,36.31,72.38,89.04,-22.24,6.26,990.12,68.473,1034002,2016-03-14 10:15:08:494
-1.0754,3.844,9.3789,-0.99,3.72,9.02,-0.06,0.16,0.35,-0.0021,-0.0011,0.0,-110.06,37.06,73.19,88.99,-22.29,6.26,990.0,68.863,1034503,2016-03-14 10:15:08:995
-1.0754,3.8129,9.4891,-0.98,3.73,9.02,-0.06,0.14,0.48,-0.0021,0.0,-0.0011,-110.37,37.44,73.19,88.81,-22.35,6.2,989.89,69.401,1035002,2016-03-14 10:15:09:494
-1.0323,3.8201,9.4531,-0.98,3.73,9.02,-0.01,0.16,0.47,0.0053,-0.0021,-0.0011,-109.31,37.44,74.0,88.99,-22.35,6.2,989.78,69.793,1035503,2016-03-14 10:15:09:995
-1.0514,3.8105,9.4005,-0.97,3.72,9.02,-0.08,0.13,0.4,-0.0043,0.0021,-0.0011,-110.75,37.06,73.63,88.98,-22.3,6.14,989.71,68.656,1036002,2016-03-14 10:15:10:494
-1.0658,3.7937,9.3286,-0.97,3.7,9.03,-0.05,0.11,0.33,0.0032,0.0011,0.0,-109.69,37.06,72.0,88.41,-22.17,6.13,989.56,68.474,1036502,2016-03-14 10:15:10:994
-1.037,3.7554,9.2951,-0.97,3.7,9.03,-0.04,0.09,0.25,0.0011,-0.0043,0.0,-110.06,37.06,73.63,88.83,-22.17,6.13,989.46,67.542,1037002,2016-03-14 10:15:11:494
-1.0466,3.7578,9.3382,-0.97,3.69,9.03,-0.04,0.09,0.23,0.0032,-0.0032,-0.0011,-110.37,37.06,74.0,88.55,-22.11,6.07,989.33,69.499,1037502,2016-03-14 10:15:11:994
-1.0323,3.765,9.2807,-0.97,3.69,9.03,-0.05,0.12,0.22,0.0011,-0.0032,0.0,-110.06,38.13,73.19,88.05,-22.11,6.13,989.24,68.928,1038002,2016-03-14 10:15:12:494
-1.037,3.7554,9.2472,-0.98,3.69,9.03,-0.04,0.11,0.24,-0.0021,-0.0011,-0.0011,-110.75,37.75,73.63,88.32,-22.11,6.19,989.12,68.782,1038502,2016-03-14 10:15:12:994
-1.0299,3.7434,9.2328,-0.99,3.69,9.03,-0.03,0.07,0.19,0.0021,0.0,-0.0011,-110.37,38.13,73.63,88.3,-22.11,6.26,989.04,67.509,1039003,2016-03-14 10:15:13:495
-1.0682,3.7386,9.2855,-0.99,3.68,9.03,-0.04,0.09,0.25,-0.0021,0.0,-0.0011,-110.37,36.69,73.63,88.77,-22.05,6.26,988.89,68.714,1039503,2016-03-14 10:15:13:995
-1.0299,3.7506,9.2017,-1.0,3.68,9.04,0.02,0.09,0.18,0.0021,-0.0021,-0.0021,-110.06,37.06,74.44,88.79,-22.05,6.32,988.81,68.813,1040002,2016-03-14 10:15:14:494
-1.037,3.7434,9.161,-1.0,3.68,9.04,-0.03,0.06,0.11,-0.0011,-0.0043,0.0,-110.37,35.94,73.19,89.08,-22.03,6.31,988.65,68.348,1040503,2016-03-14 10:15:14:995
-1.061,3.7003,9.1442,-0.99,3.68,9.04,-0.01,0.06,0.06,-0.0011,-0.0053,0.0,-110.06,37.75,74.0,88.22,-22.03,6.25,988.57,68.148,1041002,2016-03-14 10:15:15:494
-1.0586,3.7051,9.0987,-0.99,3.68,9.04,-0.03,0.05,0.09,0.0021,-0.0021,-0.0021,-110.37,36.69,73.19,88.54,-22.03,6.25,988.43,68.226,1041502,2016-03-14 10:15:15:994
-1.0299,3.674,9.0771,-0.99,3.67,9.04,-0.02,0.03,0.02,-0.0011,-0.0043,-0.0021,-110.37,36.69,74.0,88.75,-22.03,6.25,988.34,68.471,1042003,2016-03-14 10:15:16:495
-1.0203,3.7051,9.0843,-0.99,3.68,9.04,-0.01,0.04,0.04,0.0,-0.0011,-0.0021,-110.37,37.06,73.63,88.75,-22.03,6.25,988.16,69.157,1042503,2016-03-14 10:15:16:995
-1.049,3.6931,9.113,-1.0,3.67,9.04,-0.01,0.02,0.09,-0.0021,-0.0011,-0.0021,-110.06,36.69,73.63,88.72,-21.97,6.31,988.08,67.493,1043002,2016-03-14 10:15:17:494
-1.0059,3.6859,9.0699,-1.0,3.67,9.04,0.0,0.05,0.04,-0.0021,-0.0064,-0.0011,-110.06,36.31,73.19,89.03,-21.97,6.31,987.96,67.795,1043503,2016-03-14 10:15:17:995
-1.0011,3.662,9.1202,-0.99,3.67,9.04,-0.01,0.03,-0.01,0.0,-0.0053,-0.0011,-110.06,37.06,73.19,88.49,-21.98,6.25,987.89,68.29,1044002,2016-03-14 10:15:18:494
-1.0011,3.6764,9.0268,-0.98,3.66,9.04,-0.02,0.05,0.04,0.0,-0.0075,0.0,-110.75,37.44,73.63,88.66,-21.93,6.19,987.76,69.098,1044503,2016-03-14 10:15:18:995
-1.0179,3.6476,9.0292,-0.98,3.66,9.05,-0.02,0.01,-0.02,-0.0021,-0.0043,-0.0011,-110.75,37.06,73.63,88.94,-21.93,6.19,987.66,68.379,1045003,2016-03-14 10:15:19:495
-0.9891,3.6907,9.0867,-0.98,3.66,9.04,0.01,0.04,-0.01,-0.0011,-0.0021,-0.0021,-110.06,37.06,73.63,88.63,-21.93,6.19,987.55,68.241,1045502,2016-03-14 10:15:19:994
-1.0514,3.6668,9.0939,-0.99,3.66,9.04,-0.03,0.04,0.04,0.0032,-0.0011,0.0,-110.37,36.69,72.81,88.44,-21.92,6.25,987.44,68.829,1046002,2016-03-14 10:15:20:494
-1.0155,3.6716,9.046,-0.98,3.66,9.04,0.0,0.05,0.01,0.0,-0.0032,-0.0021,-110.37,37.75,73.19,87.9,-21.93,6.19,987.31,68.015,1046502,2016-03-14 10:15:20:994
-1.0107,3.6788,9.0532,-0.98,3.66,9.05,-0.03,0.04,0.0,-0.0043,-0.0011,-0.0021,-110.75,37.44,74.0,88.64,-21.9,6.18,987.22,67.923,1047002,2016-03-14 10:15:21:494
